2112783333,17371
3868650669,23959
3838336193,2188
3937099042,160
2695612204,1401
3512778152,1980
1436079941,11806
1572039516,1056
2607734016,14358
2622629246,995
89879748,706
55942982,78
1524752510,1666
2739820291,2221
1349952704,2788
2283484211,94
4216381196,3321
203179330,3641
3634568705,11187
103690397,911
2362837710,1295
2581165164,4762
191988059,10182
3644127905,116
2740513118,84
1074012498,4847
882224549,2381
1492618999,767
3058349224,7362
1053310795,1425
952740680,3813
3731347765,9858
23974342,668
1202186444,4661
3530026883,494
2261794886,3045
2479769240,2427
4004459844,949
3123244695,977
3063057650,3550
3902990498,2449
768614488,2717
978199959,3248
538973511,2009
1913915728,719
1337095613,451
4274916701,963
3660436729,8699
2058471044,4614
1819614445,4567
3357531145,3905
3422307046,1489
169107381,1121
145066452,6728
2772904204,4375
1624451163,3618
977219871,1306
1764555668,2294
3312155492,835
21411116,1908
4213777992,4928
2971618486,111
1616333941,887
2763828421,414
3993726265,665
2658170695,338
2606656307,93
3259858499,1314
3194734280,245
3568071483,475
3204867786,396
702879532,1114
3832558522,4393
2089520990,3065
2062453775,1094
2785481450,1314
3582837041,411
3666873672,58
1021750734,333
414504421,2655
1984005562,321
939187257,9014
2340935093,624
311329807,986
871918012,2736
1490064701,3098
3766687108,391
933918199,2195
4024575461,1160
1918649426,550
445393127,1330
2195140919,493
1187047014,1040
2867862893,1171
2292353493,48
3049669213,222
1013141997,7321
3099407892,6088
2972151985,13272
686912661,534
636006542,3911
1733871810,1852
3393139207,5312
2023243218,5556
262014756,1843
2304158190,730
3368710515,3188
1995439567,1259
1028846854,1130
2109745076,63
987714722,550
2492635823,126
3297668579,819
235279799,34
2243622190,175
2319607664,303
699257635,868
1318768049,1824
2835177137,27
3305993129,372
2950281295,598
3420177973,12
3838408206,153
274724948,706
398946327,176
1603947246,146
1862141204,707
1453951252,2488
1445725893,245
2511819209,421
4287965731,718
2111253335,1331
2205697462,300
615446502,624
1240926632,1112
3818236473,52
1533971406,266
3563554394,264
717087809,404
123256663,960
2252325505,5
2725557909,1
196237666,105
3717073470,250
361719585,149
3393553029,123
4014527488,9
3826925209,9
4278677819,14
2502232785,29
3911555911,40
671077934,301
832211780,60
1393912444,2
365289026,331
3994583605,1
4004763149,79
2125254958,16
2972454601,40
